Edad,Edad Victima,Sexo,Año agresión,Lugar de residencia,Composicion del hogar,Grado de consanguinidad de persona a cargo,Numero de personas con quienes vive,Profesion persona a cargo,Nivel escolar,Rendimiento academico promedio,Antecedentes de maltrato familiar o escolar,Participa en actividades extracurriculares,Usa redes sociales activamente,Contacto de forma inapropiada en redes,Involucrado en otros incidentes de agresion,Conocia a la victima,Antecedentes penales o disciplinarios,Trastorno psicologico o adiccion,Atencion psicologica previa,Se siente arrepentido,Reconoce que su comportamiento fue incorrecto,Premeditado o impulsivo,Violencia fisica o amenazas,Actuo solo o con otras personas,Edad inicio consumo pornografico,Contenido violento o explicito en material
14,12,Masculino,2021,Rafael Uribe Uribe,Extendida,Abuelos,4,Empleado,Secundaria,1,Si,Si,No,Si,Si,No,Si,No,Si,Si,No,Impulsivo,No,Solo,10,Si
14,11,Femenino,2023,Los Martires,Nuclear,Otros familiares,3,Agricultor,Primaria,5,Si,Si,No,Si,No,Si,No,Si,Si,No,Si,Premeditado,Si,Con otras personas,6,No
16,13,Masculino,2017,Teusaquillo,Extendida,Hermanos,4,Profesional,Secundaria,1,No,Si,No,No,Si,No,Si,No,Si,No,Si,Impulsivo,Si,Solo,7,No
13,11,Femenino,2022,Ciudad Bolivar,Extendida,Tios,5,Profesional,Universitario,5,No,Si,Si,Si,Si,Si,Si,No,No,No,Si,Premeditado,No,Solo,6,Si
15,11,Femenino,2024,San Cristobal,Nuclear,Padres,3,Independiente,Secundaria,5,No,Si,No,Si,Si,No,Si,No,Si,Si,No,Premeditado,Si,Solo,7,Si
15,13,Masculino,2017,San Cristobal,Monoparental,Padres,3,Ambulante,Universitario,4,No,No,Si,No,No,No,Si,No,Si,No,No,Premeditado,Si,Solo,6,No
14,8,Masculino,2015,Teusaquillo,Extendida,Otros familiares,7,Ambulante,Primaria,4,Si,Si,No,No,Si,No,Si,No,Si,Si,Si,Premeditado,No,Solo,6,Si
14,8,Masculino,2021,La Candelaria,Nuclear,Abuelos,1,Empleado,Primaria,3,No,Si,No,No,No,No,Si,No,No,Si,No,Premeditado,No,Con otras personas,9,Si
13,12,Masculino,2019,Chapinero,Nuclear,Otros familiares,7,Ambulante,Tecnico,3,No,Si,No,No,No,Si,No,Si,No,Si,Si,Premeditado,Si,Solo,14,No
15,10,Masculino,2023,San Cristobal,Monoparental,Tios,3,Obrero,Universitario,8,Si,Si,No,No,Si,Si,No,Si,Si,No,No,Premeditado,Si,Con otras personas,7,Si
16,10,Femenino,2016,San Cristobal,Extendida,Hermanos,3,Ambulante,Secundaria,5,No,No,No,Si,No,Si,No,No,Si,Si,Si,Impulsivo,No,Con otras personas,6,No
17,12,Femenino,2018,Barrios Unidos,Nuclear,Hermanos,2,Empleado,Universitario,5,No,No,Si,No,Si,Si,Si,No,No,Si,Si,Impulsivo,Si,Solo,9,Si
16,9,Masculino,2015,Santa Fe,Nuclear,Padres,2,Profesional,Secundaria,8,No,No,Si,No,Si,No,Si,No,Si,No,No,Premeditado,Si,Con otras personas,11,No
16,7,Femenino,2022,Los Martires,Nuclear,Otros familiares,5,Independiente,Tecnico,9,Si,Si,Si,No,No,Si,Si,No,No,No,Si,Premeditado,Si,Solo,12,No
15,11,Masculino,2023,La Candelaria,Monoparental,Padres,3,Ambulante,Secundaria,9,Si,Si,No,Si,Si,Si,No,Si,No,No,Si,Premeditado,Si,Solo,12,Si
13,8,Masculino,2016,Santa Fe,Extendida,Abuelos,4,Independiente,Universitario,2,Si,No,No,No,No,No,No,No,Si,No,Si,Impulsivo,Si,Con otras personas,12,No
15,7,Masculino,2022,Teusaquillo,Extendida,Padres,2,Independiente,Tecnico,1,Si,No,No,Si,No,Si,Si,No,Si,No,Si,Premeditado,No,Con otras personas,14,No
16,7,Femenino,2016,La Candelaria,Monoparental,Otros familiares,6,Agricultor,Tecnico,4,Si,Si,Si,No,Si,No,No,No,No,No,No,Premeditado,Si,Con otras personas,11,No
15,13,Masculino,2022,Tunjuelito,Extendida,Abuelos,3,Obrero,Secundaria,3,No,No,Si,No,Si,Si,Si,No,No,No,No,Impulsivo,No,Solo,11,Si
17,12,Femenino,2015,Puente Aranda,Monoparental,Otros familiares,7,Empleado,Universitario,8,Si,Si,No,Si,No,No,Si,No,Si,Si,No,Impulsivo,Si,Con otras personas,7,No
14,7,Masculino,2020,Usme,Nuclear,Padres,2,Agricultor,Secundaria,5,No,Si,No,No,Si,No,Si,No,Si,Si,Si,Premeditado,No,Solo,14,No
17,9,Masculino,2022,La Candelaria,Extendida,Otros familiares,3,Agricultor,Secundaria,4,Si,No,Si,Si,Si,Si,Si,No,No,Si,Si,Premeditado,No,Solo,7,Si
14,11,Masculino,2019,San Cristobal,Monoparental,Abuelos,6,Desempleado,Primaria,6,No,No,No,Si,No,Si,No,No,Si,No,No,Impulsivo,Si,Con otras personas,8,Si
13,12,Femenino,2024,Ciudad Bolivar,Extendida,Hermanos,5,Desempleado,Secundaria,1,Si,No,Si,Si,No,No,Si,No,Si,Si,No,Premeditado,No,Con otras personas,8,No
16,8,Femenino,2024,La Candelaria,Nuclear,Otros familiares,3,Independiente,Primaria,3,Si,Si,No,No,No,No,No,No,Si,Si,No,Premeditado,Si,Solo,11,No
14,11,Masculino,2024,Teusaquillo,Monoparental,Abuelos,6,Desempleado,Secundaria,5,No,Si,No,No,Si,No,Si,Si,Si,Si,No,Premeditado,Si,Solo,12,No
15,8,Femenino,2017,Sumapaz,Extendida,Padres,4,Agricultor,Secundaria,9,No,No,Si,No,Si,No,Si,Si,No,No,No,Premeditado,No,Solo,8,Si
17,11,Femenino,2022,Teusaquillo,Nuclear,Tios,1,Desempleado,Secundaria,9,No,Si,No,No,Si,Si,Si,Si,Si,Si,No,Impulsivo,Si,Con otras personas,13,No
17,7,Femenino,2020,La Candelaria,Nuclear,Padres,5,Profesional,Primaria,2,No,No,No,No,Si,No,Si,No,Si,No,Si,Premeditado,No,Con otras personas,11,No
17,12,Masculino,2021,Puente Aranda,Nuclear,Otros familiares,2,Desempleado,Universitario,2,Si,No,Si,Si,Si,No,No,No,Si,No,Si,Premeditado,No,Con otras personas,12,No
14,7,Femenino,2017,Chapinero,Monoparental,Otros familiares,3,Agricultor,Primaria,4,No,Si,No,Si,No,No,Si,No,Si,No,No,Premeditado,No,Con otras personas,9,No
13,8,Masculino,2018,Rafael Uribe Uribe,Nuclear,Abuelos,7,Empleado,Tecnico,2,Si,No,No,No,No,Si,Si,No,Si,Si,No,Impulsivo,No,Con otras personas,7,No
13,7,Femenino,2018,Fontibon,Monoparental,Abuelos,6,Obrero,Universitario,9,Si,Si,Si,No,Si,No,No,Si,Si,Si,Si,Premeditado,Si,Con otras personas,6,No
15,12,Femenino,2024,La Candelaria,Monoparental,Otros familiares,7,Ambulante,Primaria,2,Si,Si,No,No,No,Si,Si,Si,No,No,Si,Premeditado,No,Con otras personas,14,Si
15,12,Femenino,2024,San Cristobal,Extendida,Hermanos,2,Profesional,Secundaria,3,No,No,No,No,No,Si,Si,No,No,No,Si,Impulsivo,Si,Solo,6,No
16,9,Femenino,2018,Antonio Narino,Nuclear,Hermanos,4,Profesional,Universitario,1,No,No,Si,Si,No,Si,No,No,Si,No,Si,Premeditado,No,Con otras personas,14,No
16,10,Femenino,2016,San Cristobal,Monoparental,Otros familiares,5,Independiente,Universitario,9,Si,No,Si,Si,No,No,No,Si,Si,Si,Si,Premeditado,Si,Con otras personas,9,No
16,9,Femenino,2020,Rafael Uribe Uribe,Nuclear,Tios,2,Obrero,Tecnico,2,No,No,No,No,No,No,Si,No,No,No,Si,Premeditado,No,Solo,6,Si
17,13,Masculino,2020,Sumapaz,Extendida,Hermanos,2,Ambulante,Primaria,2,No,Si,No,No,No,No,Si,Si,No,No,Si,Impulsivo,No,Con otras personas,6,Si
15,8,Masculino,2019,La Candelaria,Extendida,Tios,6,Ambulante,Tecnico,1,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,Premeditado,Si,Solo,10,No
17,12,Femenino,2022,Usaquen,Nuclear,Tios,5,Independiente,Primaria,4,Si,Si,No,No,No,Si,No,Si,Si,No,Si,Impulsivo,Si,Con otras personas,12,No
14,11,Masculino,2016,Teusaquillo,Nuclear,Padres,7,Independiente,Universitario,6,No,Si,Si,No,Si,No,No,No,No,No,No,Impulsivo,Si,Solo,6,No
16,13,Masculino,2022,La Candelaria,Extendida,Padres,5,Obrero,Tecnico,2,Si,Si,No,Si,Si,No,Si,Si,Si,Si,Si,Impulsivo,No,Solo,13,Si
13,12,Femenino,2015,Antonio Narino,Extendida,Otros familiares,1,Ambulante,Universitario,4,Si,No,No,No,Si,No,Si,No,No,No,Si,Premeditado,Si,Con otras personas,7,No
15,12,Masculino,2019,Bosa,Nuclear,Otros familiares,1,Desempleado,Universitario,8,No,No,No,No,No,No,Si,No,No,Si,Si,Impulsivo,No,Solo,8,No
14,12,Femenino,2024,Kennedy,Monoparental,Tios,4,Independiente,Secundaria,3,No,No,No,Si,Si,No,Si,No,No,Si,No,Premeditado,Si,Con otras personas,10,No
15,11,Masculino,2022,Barrios Unidos,Extendida,Hermanos,2,Empleado,Tecnico,8,Si,No,No,No,No,Si,Si,Si,No,Si,Si,Impulsivo,No,Solo,11,Si
15,8,Masculino,2021,Barrios Unidos,Nuclear,Otros familiares,4,Profesional,Secundaria,8,No,No,Si,No,No,Si,Si,No,No,Si,Si,Premeditado,Si,Con otras personas,8,Si
16,8,Femenino,2022,Chapinero,Nuclear,Hermanos,1,Profesional,Universitario,2,Si,Si,No,No,Si,Si,Si,Si,No,Si,Si,Premeditado,Si,Solo,13,Si
16,9,Masculino,2023,Chapinero,Extendida,Otros familiares,5,Agricultor,Tecnico,6,Si,No,No,Si,No,No,No,No,Si,Si,Si,Impulsivo,No,Con otras personas,14,Si
14,7,Femenino,2019,Puente Aranda,Nuclear,Otros familiares,1,Obrero,Secundaria,1,Si,Si,Si,Si,No,No,Si,Si,No,No,No,Premeditado,No,Solo,10,No
17,10,Masculino,2016,Sumapaz,Monoparental,Padres,6,Profesional,Primaria,6,No,No,Si,No,Si,Si,No,No,No,No,Si,Premeditado,No,Solo,9,No
17,8,Femenino,2023,Suba,Monoparental,Tios,1,Empleado,Primaria,6,Si,No,No,No,Si,Si,No,Si,No,Si,No,Impulsivo,Si,Con otras personas,9,No
17,12,Masculino,2020,Fontibon,Extendida,Hermanos,4,Empleado,Secundaria,6,Si,Si,No,Si,Si,Si,No,Si,Si,No,Si,Premeditado,Si,Solo,12,Si
16,12,Masculino,2017,Usme,Extendida,Otros familiares,7,Ambulante,Tecnico,7,No,No,No,Si,No,Si,No,Si,Si,Si,Si,Premeditado,Si,Con otras personas,8,Si
17,8,Masculino,2023,Usaquen,Extendida,Padres,2,Obrero,Universitario,9,No,No,No,Si,Si,No,Si,Si,No,No,No,Premeditado,Si,Con otras personas,7,No
17,9,Femenino,2022,San Cristobal,Monoparental,Tios,7,Profesional,Secundaria,4,Si,Si,No,Si,No,Si,Si,No,No,No,Si,Premeditado,No,Solo,10,No
14,9,Masculino,2023,Chapinero,Extendida,Otros familiares,5,Desempleado,Primaria,4,Si,No,No,No,No,Si,No,No,Si,Si,Si,Premeditado,Si,Solo,13,No
15,12,Femenino,2023,Teusaquillo,Monoparental,Tios,2,Profesional,Tecnico,5,No,Si,No,No,No,No,No,No,No,No,No,Premeditado,Si,Con otras personas,12,No
16,10,Masculino,2018,Bosa,Monoparental,Abuelos,7,Desempleado,Tecnico,3,Si,Si,No,Si,Si,Si,No,Si,Si,No,No,Impulsivo,Si,Solo,11,No
13,13,Femenino,2021,Fontibon,Extendida,Padres,6,Agricultor,Tecnico,8,No,No,Si,Si,Si,No,Si,No,Si,Si,No,Premeditado,No,Con otras personas,10,Si
13,8,Femenino,2021,Rafael Uribe Uribe,Nuclear,Otros familiares,4,Obrero,Tecnico,5,No,Si,No,No,No,Si,Si,No,Si,No,No,Premeditado,No,Con otras personas,14,Si
17,8,Femenino,2023,La Candelaria,Extendida,Hermanos,1,Agricultor,Universitario,6,No,No,Si,No,No,Si,No,Si,Si,Si,Si,Impulsivo,Si,Con otras personas,11,Si
17,13,Femenino,2017,Barrios Unidos,Monoparental,Hermanos,3,Ambulante,Tecnico,1,No,No,Si,No,Si,No,No,No,Si,No,Si,Impulsivo,No,Solo,9,Si
16,13,Masculino,2022,San Cristobal,Extendida,Abuelos,4,Independiente,Secundaria,4,Si,No,No,No,No,Si,Si,No,Si,Si,Si,Impulsivo,Si,Con otras personas,6,Si
13,13,Masculino,2022,Puente Aranda,Nuclear,Hermanos,7,Ambulante,Tecnico,6,Si,No,Si,Si,Si,Si,No,No,Si,No,Si,Premeditado,Si,Solo,11,No
14,13,Masculino,2023,Ciudad Bolivar,Nuclear,Padres,7,Independiente,Secundaria,2,No,Si,Si,No,No,Si,No,Si,Si,Si,No,Premeditado,No,Con otras personas,12,No
13,11,Masculino,2021,La Candelaria,Monoparental,Abuelos,7,Obrero,Secundaria,5,No,No,No,No,Si,Si,Si,Si,Si,No,No,Premeditado,Si,Con otras personas,8,Si
17,12,Femenino,2019,Santa Fe,Extendida,Otros familiares,3,Ambulante,Tecnico,9,No,Si,No,No,No,No,No,Si,No,Si,Si,Premeditado,Si,Solo,14,Si
13,8,Femenino,2019,Antonio Narino,Extendida,Padres,1,Obrero,Universitario,1,Si,Si,Si,No,Si,Si,No,Si,No,Si,No,Premeditado,Si,Con otras personas,13,No
17,7,Femenino,2023,San Cristobal,Extendida,Hermanos,2,Obrero,Universitario,3,Si,No,No,No,Si,No,Si,No,Si,Si,Si,Impulsivo,No,Con otras personas,6,No
15,10,Femenino,2017,Barrios Unidos,Extendida,Otros familiares,3,Ambulante,Secundaria,2,Si,No,Si,Si,No,Si,Si,No,No,Si,Si,Impulsivo,Si,Con otras personas,6,No
13,7,Masculino,2023,San Cristobal,Monoparental,Tios,4,Agricultor,Tecnico,1,No,No,Si,No,No,Si,No,No,No,No,Si,Premeditado,Si,Con otras personas,6,Si
16,13,Femenino,2018,Usme,Extendida,Hermanos,2,Empleado,Primaria,8,No,No,No,No,Si,No,Si,No,No,No,Si,Premeditado,No,Con otras personas,8,Si
17,9,Femenino,2015,San Cristobal,Extendida,Abuelos,3,Agricultor,Tecnico,4,Si,No,Si,No,No,Si,No,Si,Si,Si,Si,Premeditado,Si,Solo,12,Si
17,11,Masculino,2022,Engativa,Extendida,Hermanos,6,Obrero,Secundaria,9,Si,No,No,No,Si,No,No,No,Si,Si,No,Impulsivo,No,Con otras personas,13,Si
14,13,Masculino,2015,Engativa,Nuclear,Tios,1,Empleado,Secundaria,8,No,No,No,No,Si,Si,No,Si,No,Si,No,Premeditado,Si,Solo,14,Si
13,10,Femenino,2020,Suba,Monoparental,Hermanos,3,Agricultor,Primaria,4,No,Si,Si,Si,No,No,Si,No,Si,No,Si,Premeditado,No,Solo,9,No
14,12,Femenino,2019,Los Martires,Monoparental,Hermanos,6,Desempleado,Universitario,8,No,No,Si,Si,No,No,Si,Si,No,No,No,Premeditado,Si,Solo,7,No
15,7,Femenino,2020,Usaquen,Extendida,Tios,6,Agricultor,Universitario,5,Si,No,Si,Si,Si,Si,Si,No,No,No,No,Impulsivo,Si,Solo,14,No
17,8,Femenino,2016,Engativa,Monoparental,Hermanos,5,Independiente,Tecnico,3,Si,No,No,Si,Si,No,Si,No,No,No,No,Impulsivo,Si,Solo,7,Si
13,13,Femenino,2022,Barrios Unidos,Nuclear,Otros familiares,1,Desempleado,Primaria,8,No,No,Si,No,Si,Si,No,Si,No,No,No,Premeditado,No,Con otras personas,7,Si
14,11,Masculino,2023,Suba,Nuclear,Otros familiares,3,Agricultor,Universitario,4,No,No,Si,Si,Si,No,No,No,No,Si,Si,Premeditado,Si,Solo,9,No
15,13,Femenino,2019,Puente Aranda,Extendida,Otros familiares,1,Empleado,Tecnico,1,Si,Si,No,Si,No,Si,Si,Si,No,Si,No,Premeditado,Si,Con otras personas,12,No
15,8,Masculino,2021,Tunjuelito,Extendida,Abuelos,5,Ambulante,Tecnico,9,Si,No,No,Si,No,Si,No,Si,No,Si,Si,Impulsivo,Si,Solo,11,Si
14,12,Femenino,2019,Barrios Unidos,Extendida,Padres,5,Ambulante,Tecnico,4,No,Si,No,Si,No,No,No,No,Si,Si,Si,Premeditado,Si,Solo,7,No
16,7,Femenino,2022,Chapinero,Extendida,Otros familiares,7,Independiente,Secundaria,4,Si,Si,Si,No,No,No,Si,Si,Si,Si,No,Impulsivo,Si,Con otras personas,11,Si
15,7,Masculino,2021,Engativa,Nuclear,Hermanos,6,Profesional,Primaria,7,Si,No,Si,No,Si,Si,No,No,No,No,No,Premeditado,Si,Con otras personas,11,Si
15,8,Masculino,2024,Santa Fe,Nuclear,Otros familiares,1,Empleado,Tecnico,2,No,No,No,No,No,No,Si,No,Si,Si,No,Impulsivo,No,Con otras personas,13,No
17,13,Masculino,2022,Sumapaz,Monoparental,Otros familiares,1,Independiente,Primaria,5,No,No,Si,No,No,Si,Si,Si,Si,Si,No,Impulsivo,No,Solo,13,Si
13,12,Femenino,2021,Kennedy,Extendida,Abuelos,6,Empleado,Tecnico,3,Si,Si,No,Si,No,Si,Si,No,No,No,Si,Premeditado,Si,Solo,8,Si
14,9,Masculino,2024,Antonio Narino,Monoparental,Abuelos,5,Desempleado,Secundaria,5,No,No,No,No,Si,Si,No,Si,No,No,No,Impulsivo,No,Con otras personas,10,Si
17,7,Femenino,2017,Antonio Narino,Monoparental,Tios,2,Ambulante,Tecnico,5,Si,Si,Si,No,Si,No,No,No,No,Si,No,Premeditado,No,Con otras personas,12,Si
16,9,Masculino,2023,Usaquen,Extendida,Abuelos,6,Independiente,Primaria,2,Si,No,No,Si,Si,Si,Si,No,No,Si,No,Premeditado,Si,Con otras personas,6,No
17,10,Masculino,2022,Kennedy,Nuclear,Otros familiares,7,Empleado,Tecnico,8,Si,Si,Si,No,No,Si,No,No,No,No,No,Premeditado,No,Solo,9,No
13,13,Femenino,2022,Sumapaz,Monoparental,Abuelos,7,Obrero,Primaria,9,No,No,No,Si,No,No,Si,Si,No,No,No,Premeditado,No,Con otras personas,9,Si
13,12,Femenino,2022,Los Martires,Monoparental,Tios,1,Desempleado,Tecnico,6,Si,Si,Si,Si,Si,No,Si,No,Si,No,Si,Premeditado,No,Solo,9,No
15,7,Femenino,2015,Tunjuelito,Nuclear,Tios,4,Obrero,Tecnico,5,Si,Si,No,No,Si,Si,No,Si,Si,No,No,Premeditado,Si,Con otras personas,9,No
16,12,Femenino,2019,Sumapaz,Extendida,Otros familiares,1,Ambulante,Secundaria,5,No,No,Si,No,Si,Si,Si,No,No,No,Si,Impulsivo,Si,Solo,12,No
15,13,Femenino,2016,Antonio Narino,Nuclear,Tios,2,Agricultor,Primaria,8,No,No,No,Si,Si,No,Si,No,Si,No,No,Impulsivo,No,Solo,11,No
16,10,Masculino,2019,Santa Fe,Monoparental,Otros familiares,1,Ambulante,Secundaria,9,Si,No,Si,Si,No,Si,Si,Si,No,No,Si,Impulsivo,Si,Solo,14,No
16,12,Femenino,2019,Barrios Unidos,Extendida,Tios,7,Independiente,Universitario,5,Si,No,Si,No,Si,No,Si,No,Si,No,Si,Premeditado,No,Solo,9,Si
17,13,Masculino,2023,Santa Fe,Monoparental,Abuelos,4,Ambulante,Secundaria,8,Si,No,Si,Si,No,Si,No,Si,Si,Si,Si,Premeditado,No,Solo,11,Si
15,13,Femenino,2018,La Candelaria,Monoparental,Tios,1,Agricultor,Tecnico,5,Si,Si,Si,No,No,No,No,No,No,No,Si,Impulsivo,No,Solo,10,No
16,10,Masculino,2017,Puente Aranda,Nuclear,Tios,5,Independiente,Secundaria,3,Si,No,No,Si,Si,Si,Si,No,No,Si,Si,Premeditado,Si,Con otras personas,11,Si
15,12,Femenino,2017,Ciudad Bolivar,Monoparental,Padres,2,Obrero,Secundaria,1,No,Si,No,Si,No,Si,Si,No,Si,No,No,Premeditado,Si,Solo,13,Si
17,11,Masculino,2020,Suba,Extendida,Hermanos,5,Obrero,Universitario,9,Si,No,No,Si,No,Si,No,No,Si,Si,No,Premeditado,Si,Solo,6,Si
13,9,Femenino,2021,Sumapaz,Extendida,Abuelos,2,Agricultor,Primaria,5,Si,No,Si,No,Si,No,Si,Si,No,No,Si,Impulsivo,No,Con otras personas,9,No
16,11,Masculino,2021,Puente Aranda,Nuclear,Abuelos,3,Desempleado,Tecnico,2,No,No,Si,No,Si,Si,Si,No,No,No,No,Premeditado,No,Con otras personas,14,No
14,12,Femenino,2020,Engativa,Extendida,Abuelos,1,Independiente,Primaria,1,Si,Si,No,Si,No,Si,Si,Si,Si,No,No,Impulsivo,Si,Con otras personas,12,No
15,12,Masculino,2020,La Candelaria,Extendida,Padres,5,Agricultor,Universitario,7,Si,No,Si,Si,No,Si,Si,No,No,Si,No,Premeditado,Si,Con otras personas,8,No
16,11,Masculino,2017,Chapinero,Extendida,Tios,1,Profesional,Tecnico,5,No,Si,Si,Si,Si,No,Si,No,Si,Si,Si,Premeditado,No,Solo,13,Si
14,8,Masculino,2018,Teusaquillo,Extendida,Padres,6,Obrero,Tecnico,7,No,Si,No,No,Si,No,Si,No,No,Si,No,Premeditado,Si,Con otras personas,9,Si
15,12,Masculino,2016,La Candelaria,Extendida,Otros familiares,2,Profesional,Tecnico,8,No,Si,No,Si,No,Si,Si,No,No,Si,No,Impulsivo,No,Con otras personas,14,No
13,10,Masculino,2020,Engativa,Extendida,Otros familiares,7,Independiente,Primaria,9,No,No,No,No,No,No,No,No,Si,No,No,Impulsivo,Si,Con otras personas,11,No
16,10,Femenino,2019,Los Martires,Monoparental,Abuelos,6,Independiente,Universitario,2,No,Si,No,No,Si,Si,No,Si,No,No,No,Impulsivo,No,Solo,10,Si
16,12,Masculino,2022,Los Martires,Extendida,Otros familiares,7,Ambulante,Universitario,3,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,Premeditado,Si,Solo,13,No
15,13,Masculino,2024,Bosa,Nuclear,Otros familiares,5,Obrero,Universitario,7,No,Si,Si,No,No,Si,Si,No,No,Si,No,Premeditado,Si,Solo,11,No
14,8,Masculino,2022,Antonio Narino,Nuclear,Otros familiares,7,Ambulante,Tecnico,5,No,Si,Si,Si,No,Si,No,Si,Si,No,Si,Impulsivo,No,Solo,13,Si
17,13,Femenino,2018,La Candelaria,Monoparental,Otros familiares,2,Empleado,Primaria,9,No,No,No,Si,No,No,Si,Si,Si,No,Si,Premeditado,No,Solo,8,Si
14,11,Femenino,2023,Tunjuelito,Extendida,Abuelos,4,Desempleado,Secundaria,6,Si,No,Si,Si,No,No,No,Si,No,No,No,Premeditado,No,Solo,10,Si
15,8,Masculino,2020,Kennedy,Monoparental,Padres,2,Obrero,Universitario,9,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,No,Premeditado,Si,Solo,7,No
16,8,Masculino,2015,Engativa,Monoparental,Padres,7,Independiente,Universitario,2,No,Si,Si,Si,No,Si,No,No,No,No,No,Impulsivo,Si,Solo,12,No
16,10,Masculino,2020,San Cristobal,Nuclear,Hermanos,5,Agricultor,Secundaria,6,No,No,No,No,Si,No,Si,Si,No,No,Si,Premeditado,Si,Solo,14,No
17,8,Femenino,2020,Sumapaz,Monoparental,Hermanos,2,Ambulante,Tecnico,2,No,Si,No,Si,No,Si,Si,Si,Si,No,No,Premeditado,Si,Con otras personas,10,Si
16,7,Femenino,2023,Teusaquillo,Nuclear,Hermanos,4,Obrero,Tecnico,7,No,No,No,Si,Si,No,Si,No,Si,No,Si,Premeditado,No,Con otras personas,7,Si
14,12,Femenino,2017,Ciudad Bolivar,Extendida,Otros familiares,7,Obrero,Tecnico,3,Si,Si,No,No,No,No,Si,No,Si,No,No,Premeditado,Si,Solo,8,No
15,9,Femenino,2020,Sumapaz,Monoparental,Otros familiares,1,Profesional,Primaria,9,No,No,Si,No,Si,Si,No,Si,No,No,Si,Impulsivo,No,Solo,10,No
16,10,Masculino,2017,Teusaquillo,Monoparental,Tios,7,Obrero,Secundaria,1,No,Si,Si,Si,No,Si,No,Si,No,Si,No,Impulsivo,Si,Con otras personas,7,No
13,13,Masculino,2015,Ciudad Bolivar,Nuclear,Abuelos,4,Independiente,Universitario,9,No,No,Si,Si,No,No,Si,Si,No,No,Si,Premeditado,Si,Solo,12,No
16,12,Femenino,2016,Antonio Narino,Nuclear,Abuelos,4,Independiente,Secundaria,2,Si,No,Si,Si,Si,No,Si,No,No,Si,Si,Premeditado,Si,Solo,10,Si
17,9,Femenino,2019,Engativa,Monoparental,Hermanos,6,Empleado,Primaria,4,Si,No,No,Si,No,Si,Si,Si,Si,Si,No,Impulsivo,Si,Solo,11,No
15,10,Masculino,2017,Bosa,Nuclear,Tios,4,Ambulante,Universitario,7,No,Si,No,No,Si,Si,No,Si,Si,Si,No,Impulsivo,Si,Solo,6,No
17,12,Masculino,2015,Teusaquillo,Nuclear,Abuelos,6,Agricultor,Tecnico,5,Si,No,Si,Si,Si,Si,No,No,No,Si,Si,Premeditado,Si,Solo,13,No
14,11,Femenino,2024,Chapinero,Monoparental,Abuelos,1,Obrero,Secundaria,1,No,No,Si,No,No,Si,No,No,Si,Si,Si,Premeditado,No,Solo,7,No
17,13,Femenino,2019,Barrios Unidos,Nuclear,Otros familiares,4,Empleado,Tecnico,6,Si,Si,Si,Si,No,No,No,No,Si,No,No,Impulsivo,Si,Solo,14,Si
16,7,Femenino,2015,Tunjuelito,Monoparental,Hermanos,6,Empleado,Universitario,1,No,No,No,No,No,No,No,Si,Si,Si,Si,Impulsivo,Si,Solo,11,Si
15,8,Masculino,2023,Rafael Uribe Uribe,Monoparental,Padres,3,Desempleado,Tecnico,8,Si,Si,Si,No,No,Si,No,Si,Si,Si,Si,Premeditado,No,Con otras personas,8,Si
16,9,Femenino,2015,Los Martires,Nuclear,Padres,6,Profesional,Secundaria,9,Si,No,No,Si,No,Si,No,Si,Si,No,Si,Impulsivo,No,Solo,6,Si
17,12,Masculino,2020,Bosa,Extendida,Tios,7,Empleado,Tecnico,3,Si,No,No,Si,Si,No,No,No,Si,No,No,Premeditado,Si,Con otras personas,14,No
15,7,Femenino,2018,La Candelaria,Monoparental,Otros familiares,3,Agricultor,Secundaria,9,No,No,No,Si,Si,Si,Si,No,Si,No,No,Premeditado,No,Con otras personas,14,No
14,7,Masculino,2021,Suba,Monoparental,Padres,5,Agricultor,Universitario,2,No,Si,Si,No,Si,No,Si,No,Si,Si,No,Impulsivo,No,Con otras personas,7,Si
14,11,Femenino,2020,Kennedy,Monoparental,Hermanos,3,Profesional,Tecnico,1,Si,Si,No,No,No,Si,No,No,Si,Si,Si,Impulsivo,Si,Con otras personas,14,No
16,13,Masculino,2019,Suba,Nuclear,Hermanos,5,Desempleado,Tecnico,5,Si,No,No,No,Si,No,No,No,No,Si,No,Premeditado,No,Con otras personas,6,No
17,10,Masculino,2016,Teusaquillo,Nuclear,Abuelos,2,Ambulante,Tecnico,5,Si,No,No,Si,No,No,No,No,Si,No,Si,Impulsivo,No,Solo,6,No
13,13,Femenino,2022,La Candelaria,Extendida,Hermanos,2,Desempleado,Secundaria,2,No,Si,No,No,No,Si,Si,No,Si,No,No,Premeditado,Si,Solo,6,Si
16,9,Masculino,2024,Engativa,Nuclear,Hermanos,2,Obrero,Primaria,6,Si,Si,No,No,Si,Si,No,No,No,Si,Si,Premeditado,Si,Con otras personas,8,Si
16,9,Masculino,2018,Puente Aranda,Extendida,Tios,5,Agricultor,Secundaria,9,No,No,Si,Si,No,No,No,No,No,No,No,Premeditado,Si,Solo,8,No
14,8,Femenino,2019,Usme,Nuclear,Padres,6,Obrero,Primaria,4,Si,No,Si,No,No,No,No,No,Si,Si,Si,Impulsivo,No,Con otras personas,8,No
